"competitorId","competitorName","firstName","lastName","gender","genderId","age","ageNull","height","heightNull","weight","weightNull","bmi","bmiNull","affiliateName","affiliateId","countryOfOriginName","countryOfOriginCode","regionName","regionId","status","statusId","year","overallRank","overallScore","openCompetitor","openRank","openScore","gamesCompetitions","openCompetitions"
97943,"Zac Pine","Zac","Pine","M",1,26,0,176,0,78,0,25.1807851239669,0,"",0,"",0,"",0,"WD",2,2007,40,85,0,1000,5000,1,2
97944,"Jenni Orr","Jenni","Orr","F",2,28,0,165.374825174825,1,65.6666666666667,1,24.014145599118,1,"",0,"",0,"",0,"ACT",1,2008,10,24,0,1000,5000,1,2
99039,"Travis Mayer","Travis","Mayer","M",1,22,0,150,0,87,0,38.6666666666667,0,"",0,"United States",1,"North America",1,"ACT",1,2013,18,602,1,65,1357,1,1
99564,"Alec Smith","Alec","Smith","M",1,24,0,181,0,84,0,25.6402429718263,0,"",0,"United States",1,"North America",1,"ACT",1,2017,36,284,1,247,2354,1,1
100062,"Candice Ruiz","Candice","Ruiz","F",2,25,0,165.374825174825,1,65.6666666666667,1,24.014145599118,1,"",0,"",0,"",0,"CUT",4,2010,17,98,0,1000,5000,1,2
101492,"Celestie Engelbrecht","Celestie","Engelbrecht","F",2,26,0,168,0,61,0,21.6128117913832,0,"",0,"",0,"Africa",5,"CUT",4,2014,39,244,1,1000,5000,1,1
101929,"Dina Swift","Dina","Swift","F",2,30,0,178,0,80,0,25.2493372048984,0,"CrossFit Tijger Valley",7864,"South Africa",9,"Africa",5,"CUT",4,2019,98,0,1,274,3027,0,1
102114,"Carly Fuhrer","Carly","Fuhrer","F",2,25,0,161,0,62,0,23.9188302920412,0,"Oregon CrossFit",7025,"United States",1,"North America",1,"ACT",1,2016,37,237,1,84,811,1,1
102327,"Dakota Rager","Dakota","Rager","M",1,25,0,163,0,77,0,28.9811434378411,0,"",0,"United States",1,"North America",1,"ACT",1,2017,22,492,1,234,2285,1,1
103389,"Carol-Ann Reason-Thibault","Carol-Ann","Reason-Thibault","F",2,27,0,164,0,65,0,24.1671624033314,0,"CrossFit Quebec City",10990,"Canada",5,"North America",1,"ACT",1,2015,27,484,1,6,192,1,1
103415,"Roy Gamboa","Roy","Gamboa","M",1,26,0,173,0,91,0,30.405292525644,0,"",0,"United States",1,"North America",1,"ACT",1,2013,22,584,1,71,1420,1,1
103617,"Carmen Bosmans","Carmen","Bosmans","F",2,30,0,167,0,70,0,25.0995015956112,0,"InnerFight CrossFit DXB",1920,"Belgium",32,"Europe",4,"CUT",4,2019,44,80,1,55,910,1,1
104297,"Nathan Bramblett","Nathan","Bramblett","M",1,24,0,178,0,84,0,26.5118040651433,0,"CrossFit Oyster Point",3154,"United States",1,"North America",1,"ACT",1,2015,27,425,1,10,649,1,1
105253,"Jean-Claude Jardim","Jean-Claude","Jardim","M",1,27,0,178,0,86,0,27.1430374952657,0,"CrossFit Dignus",9986,"Zimbabwe",49,"Africa",5,"CUT",4,2019,75,3,1,1000,5000,1,1
105614,"Jeff Evans","Jeff","Evans","M",1,25,0,183,0,94,0,28.0689181522291,0,"",0,"United States",1,"North America",1,"CUT",4,2014,35,354,1,97,1663,1,1
105874,"Khan Porter","Khan","Porter","M",1,24,0,183,0,93,0,27.7703126399713,0,"CrossFit Play",6761,"Australia",3,"Oceania",7,"ACT",1,2014,27,513,1,94,1618,1,1
106129,"Carrie Beamer","Carrie","Beamer","F",2,27,0,161,0,62,0,23.9188302920412,0,"CrossFit Iron Industry",14707,"United States",1,"North America",1,"CUT",4,2019,32,167,1,29,605,1,1
106380,"Lara Erlank","Lara","Erlank","F",2,31,0,168,0,65,0,23.0300453514739,0,"Diablo CrossFit",793,"Namibia",109,"Africa",5,"CUT",4,2019,89,0,1,1000,5000,0,1
106655,"Simon Mäntylä","Simon","Mäntylä","M",1,28,0,181,0,95,0,28.9978938371845,0,"CrossFit Riders",9535,"Sweden",11,"Europe",4,"CUT",4,2019,45,99,1,20,412,1,1
106999,"Jessica Sanki","Jessica","Sanki","F",2,38,0,165,0,65,0,23.8751147842057,0,"Reebok CrossFit Louvre",3993,"Tunisia",48,"Africa",5,"CUT",4,2019,111,0,1,1000,5000,0,1
107101,"Brent Fikowski","Brent","Fikowski","M",1,25,0,188,0,100,0,28.2933454051607,0,"Kelowna CrossFit",10633,"Canada",5,"North America",1,"ACT",1,2016,4,861,1,24,429,1,1
109085,"Andrea Nisler","Andrea","Nisler","F",2,31,0,168,0,70,0,24.8015873015873,0,"Gopher State CrossFit",7422,"United States",1,"North America",1,"ACT",1,2020,10,0,1,15,177,0,1
109346,"John Coltey","John","Coltey","M",1,29,0,176,0,89,0,28.7319214876033,0,"CrossFit Laminin",18630,"United States",1,"North America",1,"ACT",1,2018,28,486,1,96,2419,1,1
109388,"Angel Orozco","Angel","Orozco","M",1,28,0,199,0,93,0,23.4842554480947,0,"",0,"",0,"",0,"CUT",4,2009,67,106,0,1000,5000,1,1
110918,"Whitney Gelin","Whitney","Gelin","F",2,30,0,171,0,75,0,25.6489176156766,0,"College Hill CrossFit",3617,"United States",1,"North America",1,"ACT",1,2015,19,560,1,225,3148,1,1
111574,"Jordan Cook","Jordan","Cook","M",1,22,0,176,0,88,0,28.4090909090909,0,"",0,"United States",1,"North America",1,"CUT",4,2014,36,351,1,281,3808,1,1
111592,"Connor Duddy","Connor","Duddy","M",1,26,0,178,0,87,0,27.458654210327,0,"Solidarity CrossFit",3995,"United States",1,"North America",1,"CUT",4,2019,22,244,1,45,719,1,1
114742,"Lauren Roberts","Lauren","Roberts","F",2,25,0,165.374825174825,1,66,0,24.014145599118,1,"",0,"",0,"",0,"CUT",4,2010,25,88,0,1000,5000,1,1
115239,"Brooke Haas","Brooke","Haas","F",2,30,0,161,0,70,0,27.0051309748852,0,"Crucible CrossFit",9506,"United States",1,"North America",1,"CUT",4,2019,53,44,1,18,346,1,1
115892,"Meg Reardon","Meg","Reardon","F",2,24,0,168,0,69,0,24.4472789115646,0,"12th State CrossFit",10851,"United States",1,"North America",1,"ACT",1,2016,33,364,1,75,751,1,1
115920,"Sage Castro","Sage","Castro","F",2,32,0,163,0,64,0,24.0882231171666,0,"",0,"",0,"",0,"WD",2,2007,17,83,0,1000,5000,1,2
117750,"Jeremy Fisher","Jeremy","Fisher","M",1,31,0,177.37876960193,1,88.3747016706444,1,28.0820119519273,1,"",0,"",0,"",0,"ACT",1,2008,33,19,0,1000,5000,1,2
119313,"Erik Toth","Erik","Toth","M",1,29,0,179,0,84,0,26.2164102244,0,"CrossFit BBros",12735,"Slovakia",34,"Europe",4,"CUT",4,2019,58,35,1,192,2285,1,1
120247,"Katelin Van Zyl","Katelin","Van Zyl","F",2,27,0,171,0,68,0,23.2550186382135,0,"CrossFit RI",14432,"Australia",3,"Oceania",7,"CUT",4,2019,57,36,1,31,688,1,1
120265,"Tamara Zulim","Tamara","Zulim","F",2,35,0,170,0,60,0,20.7612456747405,0,"",0,"Croatia",38,"Europe",4,"CUT",4,2019,59,35,1,1000,5000,1,1
120277,"Sabrina Caron","Sabrina","Caron","F",2,27,0,161,0,58,0,22.3756799506192,0,"CrossFit Hanuman",22609,"France",17,"Europe",4,"CUT",4,2019,56,36,1,124,1538,1,1
120333,"Jason Smith","Jason","Smith","M",1,33,0,185,0,89,0,26.0043827611395,0,"",0,"South Africa",9,"Africa",5,"ACT",1,2017,10,688,1,36,635,1,1
120480,"Kristin Holte","Kristin","Holte","F",2,28,0,162,0,59,0,22.4813290656912,0,"CrossFit Oslo",372,"",0,"Europe",4,"ACT",1,2014,16,644,1,31,641,1,1
121033,"Sydney Wells","Sydney","Wells","F",2,28,0,168,0,69,0,24.4472789115646,0,"CrossFit East Nashville",19593,"United States",1,"North America",1,"CUT",4,2023,28,304,1,138,1732,1,1
121917,"Alexandra LaChance","Alexandra","LaChance","F",2,26,0,168,0,71,0,25.15589569161,0,"CrossFit Gambit",2205,"United States",1,"North America",1,"CUT",4,2014,38,287,1,161,2123,1,1
123582,"Cassidy Lance-Mcwherter","Cassidy","Lance-Mcwherter","F",2,25,0,161,0,64,0,24.6904054627522,0,"CrossFit Bolt",1524,"United States",1,"North America",1,"ACT",1,2013,29,452,1,141,1468,1,1
123764,"Logan Collins","Logan","Collins","M",1,25,0,171,0,83,0,28.3848021613488,0,"CrossFit Rejoice",14664,"United States",1,"North America",1,"ACT",1,2016,31,420,1,45,576,1,1
123968,"Lindsey Valenzuela","Lindsey","Valenzuela","F",2,24,0,168,0,69,0,24.4472789115646,0,"",0,"United States",1,"North America",1,"CUT",4,2011,34,204,1,127,1616,1,1
124483,"Josh Bridges","Josh","Bridges","M",1,30,0,166,0,79,0,28.6688924372188,0,"CrossFit Invictus",600,"United States",1,"North America",1,"ACT",1,2013,7,729,1,3,59,1,1
126467,"Nate Malton","Nate","Malton","M",1,22,0,177.37876960193,1,88.3747016706444,1,28.0820119519273,1,"",0,"",0,"",0,"CUT",4,2010,39,131,0,1000,5000,1,5
126813,"Craig Kenney","Craig","Kenney","M",1,27,0,183,0,87,0,25.9786795664248,0,"Branford CrossFit",4883,"United States",1,"North America",1,"ACT",1,2014,11,665,1,36,955,1,1
131825,"Aaron Finley","Aaron","Finley","M",1,27,0,177.37876960193,1,88.3747016706444,1,28.0820119519273,1,"",0,"",0,"",0,"ACT",1,2008,62,22,0,1000,5000,1,2
131845,"Richard Bohlken","Richard","Bohlken","M",1,25,0,181,0,98,0,29.913616800464,0,"",0,"United States",1,"North America",1,"ACT",1,2014,16,614,1,257,3523,1,1
132258,"Arielle Loewen","Arielle","Loewen","F",2,27,0,161,0,65,0,25.0761930481077,0,"Renewed Strength CrossFit",3927,"United States",1,"North America",1,"ACT",1,2021,14,717,1,243,2596,1,1
134076,"Alea Helmick","Alea","Helmick","F",2,29,0,173,0,68,0,22.7204383708109,0,"CrossFit Revamped",4190,"United States",1,"North America",1,"ACT",1,2016,26,486,1,29,348,1,1
134617,"Sean Sweeney","Sean","Sweeney","M",1,24,0,176,0,88,0,28.4090909090909,0,"CrossFit Powerstroke",12611,"United States",1,"North America",1,"ACT",1,2016,30,420,1,57,708,1,1
135797,"Tennil Beuerlein","Tennil","Beuerlein","F",2,28,0,168,0,72,0,25.5102040816327,0,"",0,"United States",1,"North America",1,"ACT",1,2016,11,707,1,160,1406,1,1
141620,"Alex Parker","Alex","Parker","F",2,25,0,168,0,65,0,23.0300453514739,0,"",0,"Canada",5,"North America",1,"ACT",1,2015,30,434,1,380,4760,1,1
143285,"Brian Bowen","Brian","Bowen","M",1,30,0,173,0,80,0,26.7299274950717,0,"",0,"",0,"",0,"CUT",4,2009,63,209,0,1000,5000,1,1
143996,"George Sanchez","George","Sanchez","M",1,26,0,186,0,96,0,27.7488727020465,0,"",0,"United States",1,"North America",1,"ACT",1,2017,21,494,1,311,2855,1,1
144006,"Jocelyn Forest","Jocelyn","Forest","F",2,29,0,165.374825174825,1,65.6666666666667,1,24.014145599118,1,"",0,"",0,"",0,"CUT",4,2009,43,134,0,1000,5000,1,1
145603,"Brandon Massie","Brandon","Massie","M",1,20,0,183,0,98,0,29.2633402012601,0,"",0,"",0,"",0,"CUT",4,2009,60,200,0,1000,5000,1,1
145925,"Aja Barto","Aja","Barto","M",1,26,0,196,0,103,0,26.8117451062057,0,"Behemoth CrossFit",4053,"United States",1,"North America",1,"ACT",1,2013,27,552,1,381,3648,1,1
147770,"Kevin Manuel","Kevin","Manuel","M",1,29,0,187,0,95,0,27.1669192713546,0,"Mount CrossFit",2657,"Australia",3,"Oceania",7,"ACT",1,2015,17,534,1,232,4899,1,1
148485,"Meredith Root","Meredith","Root","F",2,30,0,163,0,60,0,22.5827091723437,0,"Victoria Park CrossFit",12828,"Canada",5,"North America",1,"ACT",1,2018,30,396,1,106,1946,1,1
149475,"Tasia Percevecz","Tasia","Percevecz","F",2,25,0,166,0,73,0,26.4915082014806,0,"CrossFit Free",3310,"United States",1,"North America",1,"ACT",1,2016,15,638,1,22,281,1,1
151555,"Erin Vandendriessche","Erin","Vandendriessche","F",2,28,0,171,0,66,0,22.5710475017954,0,"Root 18 CrossFit",5833,"United States",1,"North America",1,"CUT",4,2019,50,48,1,1000,5000,1,1
151906,"Mikko Salo","Mikko","Salo","M",1,29,0,175,0,85,0,27.7551020408163,0,"",0,"",0,"",0,"ACT",1,2009,1,78,0,1000,5000,1,1
153604,"Mathew Fraser","Mathew","Fraser","M",1,24,0,171,0,89,0,30.4367155706029,0,"Champlain Valley CrossFit",2080,"United States",1,"North America",1,"ACT",1,2014,2,875,1,7,208,1,1
153625,"Cole Sager","Cole","Sager","M",1,23,0,181,0,90,0,27.4716888983853,0,"CrossFit Deliverance",5600,"United States",1,"North America",1,"ACT",1,2014,17,611,1,71,1405,1,1
155471,"Darwin Perez","Darwin","Perez","M",1,30,0,171,0,82,0,28.0428165931398,0,"CrossFit 3 Sons",20165,"Mexico",22,"Central America",2,"CUT",4,2019,53,47,1,120,1535,1,1
155824,"Jacob Anderson","Jacob","Anderson","M",1,23,0,173,0,84,0,28.0664238698253,0,"CrossFit Boro",3611,"United States",1,"North America",1,"ACT",1,2016,29,441,1,75,904,1,1
156156,"Jay Crouch","Jay","Crouch","M",1,21,0,175,0,85,0,27.7551020408163,0,"Reebok CrossFit Frankston",1348,"Australia",3,"Oceania",7,"ACT",1,2020,18,0,1,170,1676,0,1
156719,"ZA Anderson","ZA","Anderson","M",1,24,0,188,0,103,0,29.1421457673155,0,"CrossFit Paragon",851,"United States",1,"North America",1,"ACT",1,2013,10,646,1,12,329,1,1
156732,"Ganna Almazova","Ganna","Almazova","F",2,32,0,165,0,63,0,23.1404958677686,0,"CrossFit October",23128,"Ukraine",44,"Europe",4,"CUT",4,2019,71,17,1,143,1755,1,1
156773,"Nicholas Ballstaedt","Nicholas","Ballstaedt","M",1,23,0,177.37876960193,1,88.3747016706444,1,28.0820119519273,1,"",0,"",0,"",0,"ACT",1,2008,42,20,0,1000,5000,1,1
157139,"Cody Mooney","Cody","Mooney","M",1,23,0,183,0,96,0,28.6661291767446,0,"",0,"United States",1,"North America",1,"ACT",1,2017,17,550,1,111,1364,1,1
157678,"Zachary Thiel","Zachary","Thiel","M",1,30,0,176,0,87,0,28.0862603305785,0,"",0,"",0,"",0,"ACT",1,2008,79,25,0,1000,5000,1,1
158264,"Patrick Vellner","Patrick","Vellner","M",1,26,0,181,0,89,0,27.1664479106254,0,"CrossFit Plateau",5420,"Canada",5,"North America",1,"ACT",1,2016,3,863,1,8,117,1,1
159681,"Regan Huckaby","Regan","Huckaby","F",2,27,0,166,0,67,0,24.3141239657425,0,"CrossFit Hood River",1794,"United States",1,"North America",1,"ACT",1,2014,30,481,1,89,1381,1,1
160128,"Connor Nellans","Connor","Nellans","M",1,25,0,183,0,96,0,28.6661291767446,0,"CrossFit Invictus",600,"Luxembourg",37,"Europe",4,"CUT",4,2019,62,31,1,375,4194,1,1
162712,"Spencer Panchik","Spencer","Panchik","M",1,26,0,173,0,82,0,27.3981756824485,0,"CrossFit Mentality",7991,"United States",1,"North America",1,"ACT",1,2022,20,635,1,28,257,1,1
163097,"Tia-Clair Toomey","Tia-Clair","Toomey","F",2,21,0,163,0,58,0,21.8299521999323,0,"",0,"Australia",3,"Oceania",7,"ACT",1,2015,2,750,1,63,1412,1,1
163784,"Graham Holmberg","Graham","Holmberg","M",1,28,0,181,0,89,0,27.1664479106254,0,"CrossFit Grandview",1710,"United States",1,"North America",1,"ACT",1,2013,14,625,1,43,890,1,1
164070,"James Fitzgerald","James","Fitzgerald","M",1,33,0,176,0,80,0,25.8264462809917,0,"",0,"",0,"",0,"ACT",1,2007,1,272,0,1000,5000,1,1
165705,"Elijah Muhammad","Elijah","Muhammad","M",1,27,0,183,0,88,0,26.2772850786825,0,"",0,"United States",1,"North America",1,"ACT",1,2015,16,535,1,140,3528,1,1
165805,"Mary Everett","Mary","Everett","F",2,25,0,176,0,69,0,22.2753099173554,0,"",0,"",0,"",0,"ACT",1,2008,13,25,0,1000,5000,1,2
168305,"Brooke Wells","Brooke","Wells","F",2,20,0,168,0,69,0,24.4472789115646,0,"CrossFit Fringe",1741,"United States",1,"North America",1,"ACT",1,2015,16,572,1,43,1044,1,1
173837,"Jonne Koski","Jonne","Koski","M",1,19,0,171,0,87,0,29.7527444341849,0,"CrossFit Varasto",3128,"",0,"Europe",4,"CUT",4,2014,32,384,1,51,1125,1,1
174547,"Amanda Barnhart","Amanda","Barnhart","F",2,26,0,171,0,73,0,24.9649464792586,0,"Centerville CrossFit",697,"United States",1,"North America",1,"ACT",1,2018,15,670,1,27,833,1,1
175490,"Fern Webb","Fern","Webb","F",2,33,0,165.374825174825,1,65.6666666666667,1,24.014145599118,1,"",0,"",0,"",0,"ACT",1,2008,14,26,0,1000,5000,1,6
177489,"Crystal Mcreynolds","Crystal","Mcreynolds","F",2,24,0,176,0,69,0,22.2753099173554,0,"",0,"",0,"",0,"ACT",1,2008,33,33,0,1000,5000,1,6
179080,"Bartek Lipka","Bartek","Lipka","M",1,29,0,177,0,90,0,28.7273771904625,0,"CrossFit R99",6171,"Poland",26,"Europe",4,"CUT",4,2019,92,0,1,29,483,0,1
180106,"Zeke Grove","Zeke","Grove","M",1,24,0,169,0,83,0,29.0606071215994,0,"CrossFit Carv",9043,"Australia",3,"Oceania",7,"ACT",1,2016,39,219,1,137,1498,1,1
180250,"Emily Abbott","Emily","Abbott","F",2,25,0,171,0,72,0,24.6229609110496,0,"CrossFit Currie Barracks",4177,"Canada",5,"North America",1,"CUT",4,2014,35,372,1,310,3214,1,1
180541,"Alex Vigneault","Alex","Vigneault","M",1,23,0,181,0,93,0,28.3874118616648,0,"CrossFit Quebec City",10990,"Canada",5,"North America",1,"ACT",1,2015,11,615,1,19,971,1,1
182129,"Tuomas Vainio","Tuomas","Vainio","M",1,25,0,177.37876960193,1,88.3747016706444,1,28.0820119519273,1,"",0,"Finland",4,"Europe",4,"CUT",4,2011,19,342,0,1000,5000,1,6
182565,"Pete Shaw","Pete","Shaw","M",1,30,0,185,0,98,0,28.6340394448502,0,"CrossFit NCR",6198,"Canada",5,"North America",1,"ACT",1,2020,29,0,1,159,1605,0,1
185697,"Laura Demarco","Laura","Demarco","F",2,34,0,178,0,75,0,23.6712536295922,0,"",0,"",0,"",0,"CUT",4,2009,15,103,0,1000,5000,1,1
187257,"Aaron Hanna","Aaron","Hanna","M",1,26,0,186,0,98,0,28.3269742166724,0,"CrossFit Clearwater",3335,"United States",1,"North America",1,"ACT",1,2015,12,604,1,32,1278,1,1
189142,"Michael Gregory","Michael","Gregory","M",1,26,0,177.37876960193,1,88.3747016706444,1,28.0820119519273,1,"",0,"",0,"",0,"ACT",1,2008,51,21,0,1000,5000,1,1
189706,"Chelsey Hughes","Chelsey","Hughes","F",2,31,0,166,0,62,0,22.4996371026274,0,"",0,"United States",1,"North America",1,"WD",2,2017,40,12,1,55,720,1,1
191624,"Alvaro Lopez","Alvaro","Lopez","M",1,33,0,150,0,84,0,37.3333333333333,0,"Reebok CrossFit PTY",16112,"Panama",56,"Central America",2,"CUT",4,2019,83,0,1,1000,5000,0,1
196667,"Hunter McIntyre","Hunter","McIntyre","M",1,30,0,188,0,93,0,26.3128112267995,0,"Precision CrossFit",3801,"United States",1,"North America",1,"CUT",4,2019,61,31,1,1000,5000,1,1
196834,"Jamie Hagiya","Jamie","Hagiya","F",2,31,0,161,0,69,0,26.6193433895297,0,"Torrance CrossFit",7353,"United States",1,"North America",1,"ACT",1,2016,18,574,1,68,706,1,1
199533,"J. Rodrigo Agreda","J. Rodrigo","Agreda","M",1,26,0,176,0,88,0,28.4090909090909,0,"Hudson River CrossFit (departed)",7052,"Bolivia",103,"South America",3,"CUT",4,2019,135,0,1,1000,5000,0,1
199938,"Jacob Heppner","Jacob","Heppner","M",1,24,0,171,0,89,0,30.4367155706029,0,"Iron Major CrossFit",1745,"United States",1,"North America",1,"ACT",1,2014,18,605,1,31,884,1,1
200222,"Jessica Pamanian","Jessica","Pamanian","F",2,26,0,163,0,63,0,23.7118446309609,0,"",0,"",0,"",0,"ACT",1,2010,4,72,0,1000,5000,1,5
202638,"Royce Dunne","Royce","Dunne","M",1,27,0,183,0,102,0,30.4577622502911,0,"CrossFit Torian",10767,"Australia",3,"Oceania",7,"ACT",1,2018,34,386,1,389,5000,1,1
204756,"Dutch Lowy","Dutch","Lowy","M",1,26,0,177.37876960193,1,88.3747016706444,1,28.0820119519273,1,"",0,"",0,"",0,"ACT",1,2008,7,16,0,1000,5000,1,2
208293,"Alexis Johnson","Alexis","Johnson","F",2,25,0,158,0,64,0,25.6369171607114,0,"AllSport CrossFit",2867,"United States",1,"North America",1,"ACT",1,2016,31,413,1,9,127,1,1
211543,"Marquan Jones","Marquan","Jones","M",1,28,0,181,0,91,0,27.7769298861451,0,"CrossFit Roseland",16820,"United States",1,"North America",1,"ACT",1,2018,37,272,1,153,3190,1,1
213806,"Severin Irimia","Severin","Irimia","M",1,31,0,182,0,88,0,26.5668397536529,0,"",0,"Romania",52,"Europe",4,"CUT",4,2019,78,0,1,487,5000,0,1
215510,"Ralitza Koterlitzova","Ralitza","Koterlitzova","F",2,30,0,161,0,64,0,24.6904054627522,0,"CrossFit Valeo",20670,"Bulgaria",61,"Europe",4,"CUT",4,2019,58,35,1,570,5000,1,1
218478,"Andy Stumpf","Andy","Stumpf","M",1,29,0,177.37876960193,1,88.3747016706444,1,28.0820119519273,1,"",0,"",0,"",0,"WD",2,2007,38,158,0,1000,5000,1,1
221169,"Victoria Campos","Victoria","Campos","F",2,29,0,161,0,64,0,24.6904054627522,0,"CrossFit Mayhem",3220,"Brazil",19,"South America",3,"CUT",4,2022,33,318,1,64,356,1,1
221436,"Luke Fiso","Luke","Fiso","M",1,29,0,176,0,90,0,29.0547520661157,0,"Thorndon CrossFit",16362,"New Zealand",2,"Oceania",7,"CUT",4,2019,52,48,1,83,1130,1,1
227027,"Mattheaus Otero","Mattheaus","Otero","M",1,28,0,171,0,82,0,28.0428165931398,0,"Igone CrossFit",18758,"Trinidad and Tobago",74,"South America",3,"CUT",4,2019,107,0,1,1000,5000,0,1
227678,"Vanessa Wagner","Vanessa","Wagner","F",2,28,0,169,0,65,0,22.7583067819754,0,"",0,"Austria",43,"Europe",4,"CUT",4,2019,69,18,1,95,1347,1,1
230757,"Casper Gammelmark","Casper","Gammelmark","M",1,28,0,185,0,93,0,27.173119065011,0,"CrossFit Skodsborg",4839,"Denmark",16,"Europe",4,"CUT",4,2019,20,251,1,24,451,1,1
231921,"Ates Boran","Ates","Boran","M",1,33,0,173,0,77,0,25.7275552140065,0,"CrossFit Boran",17632,"Turkey",36,"Asia",6,"CUT",4,2019,60,33,1,550,5000,1,1
233855,"João Ferreira","João","Ferreira","M",1,24,0,171,0,85,0,29.0687732977668,0,"CrossFit OPO",7027,"Portugal",54,"Europe",4,"CUT",4,2019,80,0,1,336,3897,0,1
234569,"David Shorunke","David","Shorunke","M",1,30,0,189,0,103,0,28.8345790991294,0,"CrossFit Kungsholmen",9534,"United Kingdom",10,"Europe",4,"WD",2,2020,30,0,1,35,423,0,1
235110,"Taylor Streid","Taylor","Streid","F",2,28,0,166,0,64,0,23.2254318478734,0,"Blues City CrossFit",21164,"United States",1,"North America",1,"CUT",4,2019,61,32,1,73,1122,1,1
235218,"Alethea Boon","Alethea","Boon","F",2,31,0,160,0,59,0,23.046875,0,"",0,"Australia",3,"Oceania",7,"ACT",1,2015,20,556,1,154,2468,1,1
235246,"Khalid Alhamadi","Khalid","Alhamadi","M",1,30,0,175,0,80,0,26.1224489795918,0,"",0,"Qatar",88,"Asia",6,"CUT",4,2019,121,0,1,1000,5000,0,1
235602,"Kelly Steadman","Kelly","Steadman","F",2,28,0,165.374825174825,1,65.6666666666667,1,24.014145599118,1,"",0,"United States",1,"North America",1,"CUT",4,2011,14,400,1,122,1572,1,1
236779,"Chloe Gauvin-David","Chloe","Gauvin-David","F",2,26,0,171,0,67,0,22.9130330700044,0,"CrossFit St-Eustache",6637,"Canada",5,"North America",1,"ACT",1,2018,25,480,1,76,1604,1,1
238026,"Anastasiya Ganina","Anastasiya","Ganina","F",2,34,0,170,0,69,0,23.8754325259516,0,"CrossFit 19.05",15641,"Russian Federation",20,"Asia",6,"CUT",4,2019,51,46,1,106,1448,1,1
238208,"Katie Trombetta","Katie","Trombetta","F",2,28,0,161,0,68,0,26.2335558041742,0,"",0,"United States",1,"North America",1,"DQ",5,2019,-1,89,1,28,604,1,1
239148,"Carolyne Prevost","Carolyne","Prevost","F",2,29,0,161,0,66,0,25.4619806334632,0,"CrossFit Colosseum",718,"Canada",5,"North America",1,"CUT",4,2019,12,365,1,14,251,1,1
239210,"Andrea Rodriguez","Andrea","Rodriguez","F",2,33,0,165,0,75,0,27.5482093663912,0,"Lycan CrossFit",17602,"Ecuador",69,"South America",3,"CUT",4,2019,96,0,1,1000,5000,0,1
239442,"Emma McQuaid","Emma","McQuaid","F",2,29,0,165,0,65,0,23.8751147842057,0,"CrossFit Berserk",12254,"Ireland",23,"Europe",4,"CUT",4,2019,20,255,1,15,259,1,1
239902,"Kira Oliver","Kira","Oliver","F",2,37,0,171,0,59,0,20.1771485243323,0,"CrossFit Towards",5915,"Barbados",85,"South America",3,"CUT",4,2019,95,0,1,1000,5000,0,1
242149,"Brenda Castro","Brenda","Castro","F",2,29,0,150,0,64,0,28.4444444444444,0,"CrossFit Tigran",12073,"Mexico",22,"Central America",2,"ACT",1,2018,34,350,1,35,1004,1,1
244353,"John-Paul Hethcock","John-Paul","Hethcock","M",1,26,0,178,0,88,0,27.7742709253882,0,"Shockoe Bottom CrossFit",4691,"United States",1,"North America",1,"CUT",4,2019,46,92,1,223,2622,1,1
244718,"Lyndsay Murray","Lyndsay","Murray","F",2,29,0,171,0,59,0,20.1771485243323,0,"Igone CrossFit",18758,"Trinidad and Tobago",74,"South America",3,"CUT",4,2019,64,27,1,1000,5000,1,1
245403,"Colleen Fotsch","Colleen","Fotsch","F",2,29,0,173,0,76,0,25.3934311203181,0,"",0,"United States",1,"North America",1,"CUT",4,2019,27,222,1,33,715,1,1
246355,"Vilija Teel","Vilija","Teel","F",2,43,0,168,0,64,0,22.6757369614512,0,"Patriot CrossFit",2340,"Lithuania",27,"Europe",4,"CUT",4,2019,113,0,1,1000,5000,0,1
247005,"Streat Hoerner","Streat","Hoerner","M",1,22,0,176,0,89,0,28.7319214876033,0,"",0,"United States",1,"North America",1,"ACT",1,2017,14,586,1,119,1494,1,1
248235,"Leonie Henrich","Leonie","Henrich","F",2,25,0,171,0,71,0,24.2809753428405,0,"CrossFit Punt Uit",14086,"Netherlands",41,"Europe",4,"CUT",4,2019,43,86,1,111,1466,1,1
249028,"Wesley Rethwill","Wesley","Rethwill","M",1,26,0,183,0,91,0,27.1731016154558,0,"",0,"United States",1,"North America",1,"ACT",1,2017,37,280,1,62,978,1,1
249055,"Quinton Z Van Rooyen","Quinton Z","Van Rooyen","M",1,28,0,175,0,85,0,27.7551020408163,0,"",0,"",0,"Africa",5,"CUT",4,2014,42,186,1,1000,5000,1,1
250172,"Bronislaw Olenkowicz","Bronislaw","Olenkowicz","M",1,30,0,182,0,99,0,29.8876947228596,0,"",0,"Poland",26,"Europe",4,"CUT",4,2019,42,112,1,257,3001,1,1
251447,"Austin Spencer","Austin","Spencer","M",1,29,0,178,0,93,0,29.3523545006944,0,"CrossFit MF",1926,"United States",1,"North America",1,"CUT",4,2022,35,316,1,290,1652,1,1
251546,"Alexandre Caron","Alexandre","Caron","M",1,22,0,181,0,93,0,28.3874118616648,0,"CrossFit Levis",15562,"Canada",5,"North America",1,"WD",2,2018,39,182,1,6,813,1,1
